Observer,Sample_spp,code,SiteLong,SiteShort,SiteCode,Sample_ID,Sampling_date,day,mo,yr,DOY,Season,SeasonCode,Yryly_Temp_old,Species,SppCode,Body_Length,Head_Width,density_per_m2,Body_Width,Height,Length of 1st Antennae,Adult?,has citellum?,b,a,log10(a),unit,equation,dry_mass_mg,Yryly_Temp
David,Auba_16_3_2017_OV,Auba_2017_3_16,Aubach oh Wiesenthal,Auba,1,21TP - Käferlarven,16/03/2017,16,3,2017,75,early,1,8.800749868,Orectochilus villosus,OV,5.74,0.36,1.142857,NA,NA,NA,no,NA,2.586,0.0531,NA,mg,DM = a(L^b),4.871252872,9.85
David,Auba_16_3_2017_OV,Auba_2017_3_16,Aubach oh Wiesenthal,Auba,1,21TP - Käferlarven,16/03/2017,16,3,2017,75,early,1,8.800749868,Orectochilus villosus,OV,8.98,0.59,1.142857,NA,NA,NA,no,NA,2.586,0.0531,NA,mg,DM = a(L^b),15.49769565,9.85
David,Auba_11_4_2016_OV,Auba_2016_4_11,Aubach oh Wiesenthal,Auba,1,grob,11/4/2016,11,4,2016,102,early,1,10.48670238,Orectochilus villosus,OV,10.39,0.65,2.666667,NA,NA,NA,no,NA,2.586,0.0531,NA,mg,DM = a(L^b),22.59760053,10.475
David,Auba_10_3_2015_OV,Auba_2015_3_10,Aubach oh Wiesenthal,Auba,1,grob,10/3/2015,10,3,2015,69,early,1,9.396444518,Orectochilus villosus,OV,13.49,0.63,3.84,NA,NA,NA,no,NA,2.586,0.0531,NA,mg,DM = a(L^b),44.39207269,10.16666667
David,Auba_10_3_2015_OV,Auba_2015_3_10,Aubach oh Wiesenthal,Auba,1,grob,10/3/2015,10,3,2015,69,early,1,9.396444518,Orectochilus villosus,OV,14.68,0.6,3.84,NA,NA,NA,no,NA,2.586,0.0531,NA,mg,DM = a(L^b),55.23929164,10.16666667
David,Auba_10_3_2015_OV,Auba_2015_3_10,Aubach oh Wiesenthal,Auba,1,grob,10/3/2015,10,3,2015,69,early,1,9.396444518,Orectochilus villosus,OV,9.23,0.53,3.84,NA,NA,NA,no,NA,2.586,0.0531,NA,mg,DM = a(L^b),16.63819155,10.16666667
David,Auba_20_3_2013_OV,Auba_2013_3_20,Aubach oh Wiesenthal,Auba,1,grob,20/03/2013,20,3,2013,79,early,1,9.511455665,Orectochilus villosus,OV,11.32,0.68,4,NA,NA,NA,no,NA,2.586,0.0531,NA,mg,DM = a(L^b),28.20599216,9.041666667
David,Auba_20_3_2013_OV,Auba_2013_3_20,Aubach oh Wiesenthal,Auba,1,grob,20/03/2013,20,3,2013,79,early,1,9.511455665,Orectochilus villosus,OV,10.79,0.61,4,NA,NA,NA,no,NA,2.586,0.0531,NA,mg,DM = a(L^b),24.91655392,9.041666667
David,Auba_20_3_2013_OV,Auba_2013_3_20,Aubach oh Wiesenthal,Auba,1,grob,20/03/2013,20,3,2013,79,early,1,9.511455665,Orectochilus villosus,OV,8.7,0.58,4,NA,NA,NA,no,NA,2.586,0.0531,NA,mg,DM = a(L^b),14.27878678,9.041666667
David,Auba_20_3_2013_OV,Auba_2013_3_20,Aubach oh Wiesenthal,Auba,1,grob,20/03/2013,20,3,2013,79,early,1,9.511455665,Orectochilus villosus,OV,9.76,0.72,4,NA,NA,NA,no,NA,2.586,0.0531,NA,mg,DM = a(L^b),19.22258321,9.041666667
Ellen,W1_5_6_2018_HS,W1_2018_6_5,KiW1/W1/Bulau,W1,4,Einzelexemplare,43226,5,6,2018,156,late,2,11.8018492,Hydropsyche siltalai,HS,11.9,1.45,1.6,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),6.453692085,11.35833333
Ellen,W1_5_6_2018_HS,W1_2018_6_5,KiW1/W1/Bulau,W1,4,Einzelexemplare,43226,5,6,2018,156,late,2,11.8018492,Hydropsyche siltalai,HS,10.39,1.39,1.6,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),4.338852873,11.35833333
Ellen,W1_5_6_2018_HS,W1_2018_6_5,KiW1/W1/Bulau,W1,4,Grob,43226,5,6,2018,156,late,2,11.8018492,Hydropsyche siltalai,HS,10.86,1.35,1.6,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),4.938509578,11.35833333
Ellen,W1_9_3_2018_HS,W1_2018_3_9,KiW1/W1/Bulau,W1,4,Grob,43346,9,3,2018,68,early,1,11.73744917,Hydropsyche siltalai,HS,4.39,0.78,4.8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.348826137,10.825
Ellen,W1_9_3_2018_HS,W1_2018_3_9,KiW1/W1/Bulau,W1,4,Grob,43346,9,3,2018,68,early,1,11.73744917,Hydropsyche siltalai,HS,4.3,0.59,4.8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.328311831,10.825
Ellen,W1_7_6_2017_HS,W1_2017_6_7,KiW1/W1/Bulau,W1,4,Grob,42922,7,6,2017,158,late,2,11.34774636,Hydropsyche siltalai,HS,12.19,1.37,3.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),6.924759174,11.25
Ellen,W1_7_6_2017_HS,W1_2017_6_7,KiW1/W1/Bulau,W1,4,Einzelexemplare,42922,7,6,2017,158,late,2,11.34774636,Hydropsyche siltalai,HS,11.54,1.35,3.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),5.898913506,11.25
Ellen,W1_9_4_2013_HS,W1_2013_4_9,KiW1/W1/Bulau,W1,4,Grob,41521,9,4,2013,99,early,1,11.02415473,Hydropsyche siltalai,HS,5.83,0.55,0.8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.800025856,10.11666667
Ellen,W1_20_4_2011_HS,W1_2011_4_20,KiW1/W1/Bulau,W1,4,Grob,20/04/2011,20,4,2011,110,early,1,NA,Hydropsyche siltalai,HS,6.17,0.9,2.72,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.944348341,10.20833333
Ellen,W1_20_4_2011_HS,W1_2011_4_20,KiW1/W1/Bulau,W1,4,Grob,20/04/2011,20,4,2011,110,early,1,NA,Hydropsyche siltalai,HS,7.68,0.85,2.72,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.791945354,10.20833333
Ellen,W1_20_4_2011_HS,W1_2011_4_20,KiW1/W1/Bulau,W1,4,Grob,20/04/2011,20,4,2011,110,early,1,NA,Hydropsyche siltalai,HS,6.9,0.81,2.72,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.30987626,10.20833333
Ellen,W1_25_6_2010_HS,W1_2010_6_25,KiW1/W1/Bulau,W1,4,Grob,25/06/2010,25,6,2010,176,late,2,NA,Hydropsyche siltalai,HS,16.68,1.52,1.92,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),17.33418643,10.275
Ellen,W1_26_4_2010_HS,W1_2010_4_26,KiW1/W1/Bulau,W1,4,Grob,26/04/2010,26,4,2010,116,early,1,NA,Hydropsyche siltalai,HS,7.91,0.99,4.547368,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.953539614,10.425
Ellen,W1_26_4_2010_HS,W1_2010_4_26,KiW1/W1/Bulau,W1,4,Grob,26/04/2010,26,4,2010,116,early,1,NA,Hydropsyche siltalai,HS,5.99,0.91,4.547368,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.865981699,10.425
Ellen,W1_26_4_2010_HS,W1_2010_4_26,KiW1/W1/Bulau,W1,4,Grob,26/04/2010,26,4,2010,116,early,1,NA,Hydropsyche siltalai,HS,6,0.83,4.547368,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.870218657,10.425
Ellen,W1_13_6_2009_HS,W1_2009_6_13,KiW1/W1/Bulau,W1,4,Grob,13/06/2009,13,6,2009,164,late,2,NA,Hydropsyche siltalai,HS,13.22,1.45,34.4,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),8.779728161,10.21666667
Ellen,W1_13_6_2009_HS,W1_2009_6_13,KiW1/W1/Bulau,W1,4,Grob,13/06/2009,13,6,2009,164,late,2,NA,Hydropsyche siltalai,HS,10.91,1.42,34.4,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),5.005333875,10.21666667
Ellen,W1_13_6_2009_HS,W1_2009_6_13,KiW1/W1/Bulau,W1,4,Grob,13/06/2009,13,6,2009,164,late,2,NA,Hydropsyche siltalai,HS,14.01,1.41,34.4,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),10.40484981,10.21666667
Ellen,W1_13_6_2009_HS,W1_2009_6_13,KiW1/W1/Bulau,W1,4,Grob,13/06/2009,13,6,2009,164,late,2,NA,Hydropsyche siltalai,HS,13.81,1.4,34.4,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),9.976185942,10.21666667
Ellen,W1_13_6_2009_HS,W1_2009_6_13,KiW1/W1/Bulau,W1,4,Grob,13/06/2009,13,6,2009,164,late,2,NA,Hydropsyche siltalai,HS,12.05,1.35,34.4,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),6.694620005,10.21666667
Ellen,W1_13_6_2009_HS,W1_2009_6_13,KiW1/W1/Bulau,W1,4,Grob,13/06/2009,13,6,2009,164,late,2,NA,Hydropsyche siltalai,HS,7.11,0.88,34.4,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.429974468,10.21666667
Ellen,W1_7_5_2009_HS,W1_2009_5_7,KiW1/W1/Bulau,W1,4,Grob,39999,7,5,2009,127,early,1,NA,Hydropsyche siltalai,HS,9.06,1.39,9.6,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),2.906129333,10.4
Ellen,W1_7_5_2009_HS,W1_2009_5_7,KiW1/W1/Bulau,W1,4,Grob,39999,7,5,2009,127,early,1,NA,Hydropsyche siltalai,HS,11.14,1.38,9.6,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),5.320395287,10.4
Ellen,W1_7_5_2009_HS,W1_2009_5_7,KiW1/W1/Bulau,W1,4,Grob,39999,7,5,2009,127,early,1,NA,Hydropsyche siltalai,HS,7.45,0.86,9.6,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.639408135,10.4
Ellen,W1_11_6_2008_HS,W1_2008_6_11,KiW1/W1/Bulau,W1,4,Grob,39758,11,6,2008,163,late,2,NA,Hydropsyche siltalai,HS,13.26,1.41,12.49524,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),8.857684009,10.55833333
Ellen,W1_11_6_2008_HS,W1_2008_6_11,KiW1/W1/Bulau,W1,4,Grob,39758,11,6,2008,163,late,2,NA,Hydropsyche siltalai,HS,12.64,1.36,12.49524,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),7.699628477,10.55833333
Ellen,W1_11_6_2008_HS,W1_2008_6_11,KiW1/W1/Bulau,W1,4,Grob,39758,11,6,2008,163,late,2,NA,Hydropsyche siltalai,HS,9.68,1.34,12.49524,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),3.527192214,10.55833333
Ellen,W1_11_6_2008_HS,W1_2008_6_11,KiW1/W1/Bulau,W1,4,Grob,39758,11,6,2008,163,late,2,NA,Hydropsyche siltalai,HS,7.3,0.8,12.49524,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.544687103,10.55833333
Ellen,W1_12_4_2007_HS,W1_2007_4_12,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,NA,Hydropsyche siltalai,HS,8.56,1.27,8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),2.461365263,12.66666667
Ellen,W1_12_4_2007_HS,W1_2007_4_12,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,NA,Hydropsyche siltalai,HS,6.58,1.07,8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.139952608,12.66666667
Ellen,W1_12_4_2007_HS,W1_2007_4_12,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,NA,Hydropsyche siltalai,HS,8.86,1.02,8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),2.72238098,12.66666667
Ellen,W1_12_4_2007_HS,W1_2007_4_12,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,NA,Hydropsyche siltalai,HS,7.86,0.99,8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.917627289,12.66666667
Ellen,W1_12_4_2007_HS,W1_2007_4_12,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,NA,Hydropsyche siltalai,HS,5.55,0.94,8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.692722191,12.66666667
Ellen,W1_12_4_2007_HS,W1_2007_4_12,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,NA,Hydropsyche siltalai,HS,5.22,0.93,8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.578977549,12.66666667
Ellen,W1_12_4_2007_HS,W1_2007_4_12,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,NA,Hydropsyche siltalai,HS,7.03,0.89,8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.383404273,12.66666667
Ellen,W1_12_4_2007_HS,W1_2007_4_12,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,NA,Hydropsyche siltalai,HS,7.02,0.87,8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.377654204,12.66666667
Ellen,W1_22_3_2005_HS,W1_2005_3_22,KiW1/W1/Bulau,W1,4,Grob,22/03/2005,22,3,2005,81,early,1,NA,Hydropsyche siltalai,HS,7.07,0.83,1.6,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.406562506,10.25
Ellen,W1_22_3_2005_HS,W1_2005_3_22,KiW1/W1/Bulau,W1,4,Einzelexemplare,22/03/2005,22,3,2005,81,early,1,NA,Hydropsyche siltalai,HS,6.52,0.79,1.6,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.109804028,10.25
Ellen,O3_1_4_2019_HS,O3_2019_4_1,KiO3/O3/Rodenbauch,O3,3,Grob,43469,1,4,2019,91,early,1,12.06920692,Hydropsyche siltalai,HS,6.3,0.91,3.446154,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.003756289,12.25
Ellen,O3_7_6_2018_HS,O3_2018_6_7,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,43287,7,6,2018,158,late,2,11.63243278,Hydropsyche siltalai,HS,11.45,1.44,0.761905,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),5.765310285,11.24166667
Ellen,O3_28_3_2017_HS,O3_2017_3_28,KiO3/O3/Rodenbauch,O3,3,Grob,28/03/2017,28,3,2017,87,early,1,10.64070401,Hydropsyche siltalai,HS,6.6,0.84,1.142857,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.150120613,10.96666667
Ellen,O3_20_4_2011_HS,O3_2011_4_20,KiO3/O3/Rodenbauch,O3,3,Grob,20/04/2011,20,4,2011,110,early,1,NA,Hydropsyche siltalai,HS,6.72,0.9,3.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.212384358,10.075
Ellen,O3_20_4_2011_HS,O3_2011_4_20,KiO3/O3/Rodenbauch,O3,3,Grob,20/04/2011,20,4,2011,110,early,1,NA,Hydropsyche siltalai,HS,8.38,0.83,3.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),2.312969096,10.075
Ellen,O3_20_4_2011_HS,O3_2011_4_20,KiO3/O3/Rodenbauch,O3,3,Grob,20/04/2011,20,4,2011,110,early,1,NA,Hydropsyche siltalai,HS,7.07,0.82,3.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.406562506,10.075
Ellen,O3_28_6_2010_HS,O3_2010_6_28,KiO3/O3/Rodenbauch,O3,3,Grob,28/06/2010,28,6,2010,179,late,2,NA,Hydropsyche siltalai,HS,14.33,1.31,0.8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),11.11563263,10.125
Ellen,O3_26_4_2010_HS,O3_2010_4_26,KiO3/O3/Rodenbauch,O3,3,Grob,26/04/2010,26,4,2010,116,early,1,NA,Hydropsyche siltalai,HS,13.92,1.37,3.6,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),10.21048177,10.26666667
Ellen,O3_26_4_2010_HS,O3_2010_4_26,KiO3/O3/Rodenbauch,O3,3,Grob,26/04/2010,26,4,2010,116,early,1,NA,Hydropsyche siltalai,HS,8.22,0.91,3.6,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),2.18611382,10.26666667
Ellen,O3_26_4_2010_HS,O3_2010_4_26,KiO3/O3/Rodenbauch,O3,3,Grob,26/04/2010,26,4,2010,116,early,1,NA,Hydropsyche siltalai,HS,9.07,0.86,3.6,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),2.915524892,10.26666667
Ellen,O3_23_6_2009_HS,O3_2009_6_23,KiO3/O3/Rodenbauch,O3,3,Grob,23/06/2009,23,6,2009,174,late,2,NA,Hydropsyche siltalai,HS,9.08,1.31,4.8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),2.924940422,10.08333333
Ellen,O3_9_4_2009_HS,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,NA,Hydropsyche siltalai,HS,7.74,1.37,2.285714,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.833217028,10.41666667
Ellen,O3_9_4_2009_HS,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,NA,Hydropsyche siltalai,HS,5.9,0.9,2.285714,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.828458614,10.41666667
Ellen,O3_11_6_2008_HS,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob 21 TP,39758,11,6,2008,163,late,2,NA,Hydropsyche siltalai,HS,9.75,1.49,6.857143,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),3.602345282,10.43333333
Ellen,O3_11_6_2008_HS,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,39758,11,6,2008,163,late,2,NA,Hydropsyche siltalai,HS,12.44,1.46,6.857143,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),7.34856034,10.43333333
Ellen,O3_11_6_2008_HS,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob 21 TP,39758,11,6,2008,163,late,2,NA,Hydropsyche siltalai,HS,12.16,1.44,6.857143,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),6.875012181,10.43333333
Ellen,O3_11_6_2008_HS,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,39758,11,6,2008,163,late,2,NA,Hydropsyche siltalai,HS,13.12,1.27,6.857143,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),8.586817506,10.43333333
Ellen,O3_28_4_2008_HS,O3_2008_4_28,KiO3/O3/Rodenbauch,O3,3,Grob,28/04/2008,28,4,2008,119,early,1,NA,Hydropsyche siltalai,HS,12.04,1.49,2.887218,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),6.678377011,10.35833333
Ellen,O3_28_4_2008_HS,O3_2008_4_28,KiO3/O3/Rodenbauch,O3,3,Grob,28/04/2008,28,4,2008,119,early,1,NA,Hydropsyche siltalai,HS,10.94,1.49,2.887218,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),5.04571267,10.35833333
Ellen,Bieb_2_4_2019_HS,Bieb_2019_4_2,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,10.57369595,Hydropsyche siltalai,HS,5.59,0.89,35.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.707432132,11.53333333
Ellen,Bieb_2_4_2019_HS,Bieb_2019_4_2,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,10.57369595,Hydropsyche siltalai,HS,6.09,0.88,35.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.908966819,11.53333333
Ellen,Bieb_2_4_2019_HS,Bieb_2019_4_2,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,10.57369595,Hydropsyche siltalai,HS,6.72,0.87,35.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.212384358,11.53333333
Ellen,Bieb_2_4_2019_HS,Bieb_2019_4_2,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,10.57369595,Hydropsyche siltalai,HS,6.66,0.86,35.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.180982402,11.53333333
Ellen,Bieb_2_4_2019_HS,Bieb_2019_4_2,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,10.57369595,Hydropsyche siltalai,HS,5.34,0.85,35.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.618790375,11.53333333
Ellen,Bieb_2_4_2019_HS,Bieb_2019_4_2,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,10.57369595,Hydropsyche siltalai,HS,7.68,0.85,35.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),1.791945354,11.53333333
Ellen,Bieb_2_4_2019_HS,Bieb_2019_4_2,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,10.57369595,Hydropsyche siltalai,HS,8.19,0.84,35.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),2.162850634,11.53333333
Ellen,Bieb_2_4_2019_HS,Bieb_2019_4_2,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,10.57369595,Hydropsyche siltalai,HS,6.02,0.79,35.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.878733463,11.53333333
Ellen,Bieb_2_4_2019_HS,Bieb_2019_4_2,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,10.57369595,Hydropsyche siltalai,HS,8.28,0.77,35.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),2.23313304,11.53333333
Ellen,Bieb_2_4_2019_HS,Bieb_2019_4_2,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,10.57369595,Hydropsyche siltalai,HS,5.89,0.7,35.2,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),0.824356723,11.53333333
Ellen,Bieb_15_6_2018_HS,Bieb_2018_6_15,Bieber,Bieb,2,Einzelexemplare,15/06/2018,15,6,2018,166,late,2,10.61800637,Hydropsyche siltalai,HS,14.07,1.44,0.8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),10.53577193,10.49166667
Ellen,Bieb_15_6_2018_HS,Bieb_2018_6_15,Bieber,Bieb,2,Grob,15/06/2018,15,6,2018,166,late,2,10.61800637,Hydropsyche siltalai,HS,14.36,1.4,0.8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),11.18386002,10.49166667
Ellen,Bieb_15_6_2018_HS,Bieb_2018_6_15,Bieber,Bieb,2,Grob,15/06/2018,15,6,2018,166,late,2,10.61800637,Hydropsyche siltalai,HS,13.8,1.38,0.8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),9.955063589,10.49166667
Ellen,Bieb_15_6_2018_HS,Bieb_2018_6_15,Bieber,Bieb,2,Grob,15/06/2018,15,6,2018,166,late,2,10.61800637,Hydropsyche siltalai,HS,11.13,1.34,0.8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),5.306432968,10.49166667
Ellen,Bieb_15_6_2018_HS,Bieb_2018_6_15,Bieber,Bieb,2,Grob,15/06/2018,15,6,2018,166,late,2,10.61800637,Hydropsyche siltalai,HS,14.63,1.31,0.8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),11.81034896,10.49166667
Ellen,Bieb_15_6_2018_HS,Bieb_2018_6_15,Bieber,Bieb,2,Grob,15/06/2018,15,6,2018,166,late,2,10.61800637,Hydropsyche siltalai,HS,12.04,1.21,0.8,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),6.678377011,10.49166667
Ellen,Bieb_12_6_2017_HS,Bieb_2017_6_12,Bieber,Bieb,2,Grob,43075,12,6,2017,163,late,2,9.597170391,Hydropsyche siltalai,HS,12.88,1.47,16.91429,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),8.135263924,10.28333333
Ellen,Bieb_12_6_2017_HS,Bieb_2017_6_12,Bieber,Bieb,2,Einzelexemplare,43075,12,6,2017,163,late,2,9.597170391,Hydropsyche siltalai,HS,12.42,1.44,16.91429,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),7.314044884,10.28333333
Ellen,Bieb_12_6_2017_HS,Bieb_2017_6_12,Bieber,Bieb,2,Grob,43075,12,6,2017,163,late,2,9.597170391,Hydropsyche siltalai,HS,12.94,1.38,16.91429,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),8.246649267,10.28333333
Ellen,Bieb_12_6_2017_HS,Bieb_2017_6_12,Bieber,Bieb,2,Einzelexemplare,43075,12,6,2017,163,late,2,9.597170391,Hydropsyche siltalai,HS,15.34,1.32,16.91429,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),13.56696904,10.28333333
Ellen,Bieb_12_6_2017_HS,Bieb_2017_6_12,Bieber,Bieb,2,Einzelexemplare,43075,12,6,2017,163,late,2,9.597170391,Hydropsyche siltalai,HS,13.12,1.31,16.91429,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),8.586817506,10.28333333
Ellen,Bieb_12_6_2017_HS,Bieb_2017_6_12,Bieber,Bieb,2,Einzelexemplare,43075,12,6,2017,163,late,2,9.597170391,Hydropsyche siltalai,HS,13.86,1.31,16.91429,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),10.08224028,10.28333333
Ellen,Bieb_21_6_2016_HS,Bieb_2016_6_21,Bieber,Bieb,2,Grob,21/06/2016,21,6,2016,173,late,2,10.48123791,Hydropsyche siltalai,HS,16.24,1.46,9.1,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),16.02996376,10.69166667
Ellen,Bieb_21_6_2016_HS,Bieb_2016_6_21,Bieber,Bieb,2,Grob,21/06/2016,21,6,2016,173,late,2,10.48123791,Hydropsyche siltalai,HS,14.48,1.44,9.1,NA,NA,NA,NA,NA,2.926,0.0046,NA,mg,DM = a(L^b),11.45952572,10.69166667
