sample,site,yr,mo,day,DOY,taxa,ID_Art,Abundance_per_m2,spp_cm,spp_mm,b,a,log10(a),unit,dry_mass_original,dry_mass_mg,Yryly_Temp_old,Yryly_Temp
Auba_2001_9_4,Auba,2001,9,4,247,Elmis aenea/maugetii/rietscheli/rioloides,20171,129.6,0.375,3.75,2.879,0.0074,NA,mg,0.33255826,0.33255826,NA,9.75
Auba_2017_3_16,Auba,2017,3,16,75,Isoperla sp.,5673,37.22944,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,8.800749868,9.85
Auba_2005_3_24,Auba,2005,3,24,83,Halesus digitatus/radiatus/tesselatus,13125,16.45714,3,30,2.933,0.004,NA,mg,85.99171914,85.99171914,NA,9.1
Auba_2018_3_7,Auba,2018,3,7,66,Baetis sp.,4419,52.8,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,9.961518032,9.741666667
Auba_2011_3_24,Auba,2011,3,24,83,Limnius sp.,18419,75.84,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,8.966666667
Auba_2007_3_11,Auba,2007,3,11,70,Leuctra sp.,5790,53.44,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,NA,11.24166667
Auba_2004_7_10,Auba,2004,7,10,192,Micrasema minimum,5984,76.8,0.65625,6.5625,2.818,0.0083,NA,mg,1.66563342,1.66563342,NA,9.641666667
Auba_2019_7_5,Auba,2019,7,5,186,Stylodrilus heringianus,6935,14.4,3.5,35,1.54,0.005888437,-2.23,mg,1.405609838,1.405609838,10.17502652,10.84166667
Auba_2010_3_16,Auba,2010,3,16,75,Sericostoma flavicorne/personatum,9747,33.6,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,NA,9.533333333
Auba_2017_6_12,Auba,2017,6,12,163,Sericostoma flavicorne/personatum,9747,33.6,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,8.736242286,10.00833333
Auba_2019_7_5,Auba,2019,7,5,186,Chaetopteryx villosa ssp.,21248,24,2.1,21,2.933,0.004,NA,mg,30.20850152,30.20850152,10.17502652,10.84166667
Auba_2019_7_5,Auba,2019,7,5,186,Sialis sp.,6823,24,2.1,21,2.753,0.0037,NA,mg,16.15367878,16.15367878,10.17502652,10.84166667
Auba_2008_6_23,Auba,2008,6,23,175,Ephemera danica,5124,16.87912,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,NA,9.55
Auba_2001_4_23,Auba,2001,4,23,113,Dicranota sp.,4955,13.6,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,9.75
Auba_2008_6_23,Auba,2008,6,23,175,Limnius sp.,18419,78.06593,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.55
Auba_2017_3_16,Auba,2017,3,16,75,Anomalopterygella chauviniana,4327,54.78788,0.9375,9.375,2.933,0.004,NA,mg,2.836950414,2.836950414,8.800749868,9.85
Auba_2018_6_15,Auba,2018,6,15,166,Tabanidae Gen. sp.,8485,13.71429,3.75,37.5,2.591,0.005,NA,mg,59.88044498,59.88044498,10.19572503,10.325
Auba_2018_3_7,Auba,2018,3,7,66,Sericostoma flavicorne/personatum,9747,34.4,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,9.961518032,9.741666667
Auba_2005_3_24,Auba,2005,3,24,83,Leuctra sp.,5790,55.08571,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,NA,9.1
Auba_2014_6_17,Auba,2014,6,17,168,Sericostoma flavicorne/personatum,9747,34.6,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,9.290964368,10.69166667
Auba_2019_4_2,Auba,2019,4,2,92,Lepidostoma basale,5713,56.1039,0.9375,9.375,2.649,0.0079,NA,mg,2.967419884,2.967419884,10.33313505,11.3
Auba_2006_4_10,Auba,2006,4,10,100,Limnephilidae Gen. sp.,5809,26.88,1.958333333,19.58333333,2.933,0.004,NA,mg,24.6129368,24.6129368,NA,8.958333333
Auba_2007_3_11,Auba,2007,3,11,70,Hydropsyche sp.,5605,32,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,11.24166667
Auba_2015_3_10,Auba,2015,3,10,69,Baetis rhodani,4415,56.64,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,9.396444518,10.16666667
Auba_2007_3_11,Auba,2007,3,11,70,Isoperla sp.,5673,40.64,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,NA,11.24166667
Auba_2006_4_10,Auba,2006,4,10,100,Tabanidae Gen. sp.,8485,14.24,3.75,37.5,2.591,0.005,NA,mg,59.88044498,59.88044498,NA,8.958333333
Auba_2003_7_15,Auba,2003,7,15,196,Elmis aenea/maugetii/rietscheli/rioloides,20171,144,0.375,3.75,2.879,0.0074,NA,mg,0.33255826,0.33255826,NA,10.05
Auba_2003_7_15,Auba,2003,7,15,196,Baetis sp.,4419,57.6,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.05
Auba_2007_3_11,Auba,2007,3,11,70,Odontocerum albicorne,6168,28.8,1.875,18.75,2.988,0.0077,NA,mg,49.00253258,49.00253258,NA,11.24166667
Auba_2015_6_16,Auba,2015,6,16,167,Dicranota sp.,4955,14.4,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,9.98543913,10.025
Auba_2018_3_7,Auba,2018,3,7,66,Protonemura sp.,6616,57.6,0.9375,9.375,2.762,0.0056,NA,mg,2.708773502,2.708773502,9.961518032,9.741666667
Auba_2006_4_10,Auba,2006,4,10,100,Limnius sp.,18419,82.56,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,8.958333333
Auba_2013_3_20,Auba,2013,3,20,79,Protonemura sp.,6616,58,0.9375,9.375,2.762,0.0056,NA,mg,2.708773502,2.708773502,9.511455665,9.041666667
Auba_2010_3_16,Auba,2010,3,16,75,Ephemerella mucronata,5135,72.8,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,9.533333333
Auba_2001_6_21,Auba,2001,6,21,172,Baetis rhodani,4415,58.4,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.525
Auba_2005_3_24,Auba,2005,3,24,83,Baetis rhodani,4415,58.4,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.1
Auba_2012_3_19,Auba,2012,3,19,79,Ephemera danica,5124,18.27368,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,NA,10.00833333
Auba_2003_7_15,Auba,2003,7,15,196,Hydropsyche sp.,5605,33.6,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,10.05
Auba_2007_3_11,Auba,2007,3,11,70,Protonemura sp.,6616,59.2,0.9375,9.375,2.762,0.0056,NA,mg,2.708773502,2.708773502,NA,11.24166667
Auba_2001_9_4,Auba,2001,9,4,247,Limnius perrisi,18418,84.8,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.75
Auba_2006_6_15,Auba,2006,6,15,166,Sericostoma flavicorne/personatum,9747,37.44,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,NA,8.991666667
Auba_2014_6_17,Auba,2014,6,17,168,Baetidae Gen. sp.,4380,60,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,9.290964368,10.69166667
Auba_2008_4_23,Auba,2008,4,23,114,Sericostoma flavicorne/personatum,9747,38.09524,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,NA,9.475
Auba_2016_4_11,Auba,2016,4,11,102,Lepidostoma basale,5713,61.33333,0.9375,9.375,2.649,0.0079,NA,mg,2.967419884,2.967419884,10.48670238,10.475
Auba_2003_3_17,Auba,2003,3,17,76,Ecclisopteryx dalecarlica,5033,38.4,1.5,15,2.933,0.004,NA,mg,11.25992905,11.25992905,NA,9.483333333
Auba_2015_6_16,Auba,2015,6,16,167,Sericostoma flavicorne/personatum,9747,38.4,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,9.98543913,10.025
Auba_2016_6_21,Auba,2016,6,21,173,Sericostoma flavicorne/personatum,9747,38.4,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,10.39995402,10.54166667
Auba_2004_4_6,Auba,2004,4,6,97,Baetis sp.,4419,62.4,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.525
Auba_2018_6_15,Auba,2018,6,15,166,Sialis fuliginosa,6821,28.19048,2.1,21,2.753,0.0037,NA,mg,16.15367878,16.15367878,10.19572503,10.325
Auba_2001_9_4,Auba,2001,9,4,247,Baetis rhodani,4415,63.2,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.75
Auba_2008_4_23,Auba,2008,4,23,114,Ephemera danica,5124,19.80952,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,NA,9.475
Auba_2008_6_23,Auba,2008,6,23,175,Protonemura sp.,6616,63.41392,0.9375,9.375,2.762,0.0056,NA,mg,2.708773502,2.708773502,NA,9.55
Auba_2016_4_11,Auba,2016,4,11,102,Baetis sp.,4419,64,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,10.48670238,10.475
Auba_2007_3_11,Auba,2007,3,11,70,Psychodidae Gen. sp.,8753,80.64,0.75,7.5,2.692,0.0025,NA,mg,0.567028555,0.567028555,NA,11.24166667
Auba_2019_7_5,Auba,2019,7,5,186,Elmis aenea/maugetii/rietscheli/rioloides,20171,163.2,0.375,3.75,2.879,0.0074,NA,mg,0.33255826,0.33255826,10.17502652,10.84166667
Auba_2012_3_19,Auba,2012,3,19,79,Psychodidae Gen. sp.,8753,81.85263,0.75,7.5,2.692,0.0025,NA,mg,0.567028555,0.567028555,NA,10.00833333
Auba_2005_6_6,Auba,2005,6,6,157,Serratella ignita,5131,82.28571,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,9.333333333
Auba_2007_7_12,Auba,2007,7,12,193,Sericostoma flavicorne/personatum,9747,41.2,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,NA,11.33333333
Auba_2010_3_16,Auba,2010,3,16,75,Isoperla sp.,5673,47.2,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,NA,9.533333333
Auba_2018_3_7,Auba,2018,3,7,66,Halesus digitatus/radiatus/tesselatus,13125,20.8,3,30,2.933,0.004,NA,mg,85.99171914,85.99171914,9.961518032,9.741666667
Auba_2017_3_16,Auba,2017,3,16,75,Rhithrogena semicolorata-Gr.,6745,47.82684,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,8.800749868,9.85
Auba_2019_4_2,Auba,2019,4,2,92,Sericostoma flavicorne/personatum,9747,41.97403,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,10.33313505,11.3
Auba_2002_6_14,Auba,2002,6,14,165,Rhyacophila nubila,6772,33.6,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,9.808333333
Auba_2019_7_5,Auba,2019,7,5,186,Sphaerium sp.,6886,33.6,1.875,18.75,2.477,0.0163,NA,mg,23.19592817,23.19592817,10.17502652,10.84166667
Auba_2017_3_16,Auba,2017,3,16,75,Baetis sp.,4419,67.60173,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,8.800749868,9.85
Auba_2016_6_21,Auba,2016,6,21,173,Chaetopteryx villosa ssp.,21248,30.4,2.1,21,2.933,0.004,NA,mg,30.20850152,30.20850152,10.39995402,10.54166667
Auba_2012_6_21,Auba,2012,6,21,173,Serratella ignita,5131,85.33333,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,9.633333333
Auba_2004_4_6,Auba,2004,4,6,97,Sericostoma flavicorne/personatum,9747,43.2,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,NA,10.525
Auba_2005_6_6,Auba,2005,6,6,157,Hydropsyche siltalai,5604,39.77143,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,9.333333333
Auba_2001_9_4,Auba,2001,9,4,247,Hydropsyche sp.,5605,40,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,9.75
Auba_2003_3_17,Auba,2003,3,17,76,Elmis aenea/maugetii/rietscheli/rioloides,20171,176,0.375,3.75,2.879,0.0074,NA,mg,0.33255826,0.33255826,NA,9.483333333
Auba_2004_7_10,Auba,2004,7,10,192,Lumbriculidae Gen. sp.,7490,19.2,3.5,35,1.54,0.005888437,-2.23,mg,1.405609838,1.405609838,NA,9.641666667
Auba_2008_6_23,Auba,2008,6,23,175,Rhyacophila nubila,6772,35.86813,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,9.55
Auba_2001_4_23,Auba,2001,4,23,113,Baetis rhodani,4415,72,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.75
Auba_2004_7_10,Auba,2004,7,10,192,Protonemura sp.,6616,72,0.9375,9.375,2.762,0.0056,NA,mg,2.708773502,2.708773502,NA,9.641666667
Auba_2010_3_16,Auba,2010,3,16,75,Protonemura sp.,6616,72,0.9375,9.375,2.762,0.0056,NA,mg,2.708773502,2.708773502,NA,9.533333333
Auba_2014_3_11,Auba,2014,3,11,70,Dicranota sp.,4955,18,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,9.50444614,10.34166667
Auba_2014_6_17,Auba,2014,6,17,168,Ephemera danica,5124,22.6,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,9.290964368,10.69166667
Auba_2018_6_15,Auba,2018,6,15,166,Hydropsyche siltalai,5604,41.14286,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,10.19572503,10.325
Auba_2005_6_6,Auba,2005,6,6,157,Protonemura sp.,6616,72.68571,0.9375,9.375,2.762,0.0056,NA,mg,2.708773502,2.708773502,NA,9.333333333
Auba_2002_6_14,Auba,2002,6,14,165,Baetis rhodani,4415,73.6,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.808333333
Auba_2008_4_23,Auba,2008,4,23,114,Limnius sp.,18419,105.1429,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.475
Auba_2006_4_10,Auba,2006,4,10,100,Sericostoma flavicorne/personatum,9747,46.08,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,NA,8.958333333
Auba_2003_3_17,Auba,2003,3,17,76,Micrasema minimum,5984,105.6,0.65625,6.5625,2.818,0.0083,NA,mg,1.66563342,1.66563342,NA,9.483333333
Auba_2003_3_17,Auba,2003,3,17,76,Ephemerella mucronata,5135,92.8,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,9.483333333
Auba_2008_4_23,Auba,2008,4,23,114,Baetis rhodani,4415,75.73333,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.475
Auba_2004_4_6,Auba,2004,4,6,97,Baetis rhodani,4415,76,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,10.525
Auba_2001_4_23,Auba,2001,4,23,113,Rhithrogena semicolorata-Gr.,6745,54.4,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,NA,9.75
Auba_2003_7_15,Auba,2003,7,15,196,Sericostoma flavicorne/personatum,9747,48,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,NA,10.05
Auba_2005_3_24,Auba,2005,3,24,83,Rhithrogena semicolorata-Gr.,6745,55.08571,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,NA,9.1
Auba_2018_3_7,Auba,2018,3,7,66,Ephemerella mucronata,5135,96.8,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,9.961518032,9.741666667
Auba_2007_3_11,Auba,2007,3,11,70,Ephemera danica,5124,24.32,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,NA,11.24166667
Auba_2016_4_11,Auba,2016,4,11,102,Hydropsyche siltalai,5604,44.26667,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,10.48670238,10.475
Auba_2017_3_16,Auba,2017,3,16,75,Ephemerella mucronata,5135,98.32035,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,8.800749868,9.85
Auba_2003_7_15,Auba,2003,7,15,196,Serratella ignita,5131,98.4,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,10.05
Auba_2006_6_15,Auba,2006,6,15,166,Hydropsyche siltalai,5604,44.8,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,8.991666667
Auba_2001_9_4,Auba,2001,9,4,247,Protonemura sp.,6616,79.2,0.9375,9.375,2.762,0.0056,NA,mg,2.708773502,2.708773502,NA,9.75
Auba_2014_3_11,Auba,2014,3,11,70,Ephemera danica,5124,24.8,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,9.50444614,10.34166667
Auba_2018_3_7,Auba,2018,3,7,66,Baetis rhodani,4415,80,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,9.961518032,9.741666667
Auba_2006_6_15,Auba,2006,6,15,166,Limnius sp.,18419,115.2,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,8.991666667
Auba_2017_3_16,Auba,2017,3,16,75,Lumbricidae Gen. sp.,5900,12.88312,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,8.800749868,9.85
Auba_2003_3_17,Auba,2003,3,17,76,Rhyacophila nubila,6772,41.6,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,9.483333333
Auba_2003_3_17,Auba,2003,3,17,76,Rhyacophila tristis,6784,41.6,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,9.483333333
Auba_2007_7_12,Auba,2007,7,12,193,Ephemera danica,5124,26.4,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,NA,11.33333333
Auba_2016_6_21,Auba,2016,6,21,173,Leuctra sp.,5790,84.8,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,10.39995402,10.54166667
Auba_2005_3_24,Auba,2005,3,24,83,Sericostoma flavicorne/personatum,9747,53.48571,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,NA,9.1
Auba_2015_3_10,Auba,2015,3,10,69,Hydropsyche sp.,5605,48.96,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,9.396444518,10.16666667
Auba_2007_7_12,Auba,2007,7,12,193,Dicranota sp.,4955,21.6,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,11.33333333
Auba_2016_6_21,Auba,2016,6,21,173,Ephemerellidae Gen. sp.,8408,108,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,10.39995402,10.54166667
Auba_2019_7_5,Auba,2019,7,5,186,Baetis sp.,4419,86.4,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,10.17502652,10.84166667
Auba_2005_3_24,Auba,2005,3,24,83,Hydropsyche siltalai,5604,49.37143,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,9.1
Auba_2016_4_11,Auba,2016,4,11,102,Rhithrogena semicolorata-Gr.,6745,62.13333,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,10.48670238,10.475
Auba_2016_4_11,Auba,2016,4,11,102,Ephemera danica,5124,27.46667,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,10.48670238,10.475
Auba_2005_3_24,Auba,2005,3,24,83,Protonemura sp.,6616,88,0.9375,9.375,2.762,0.0056,NA,mg,2.708773502,2.708773502,NA,9.1
Auba_2004_7_10,Auba,2004,7,10,192,Polycelis nigra/tenuis,13666,63.2,1.3125,13.125,2.168,0.0082,NA,mg,2.176973593,2.176973593,NA,9.641666667
Auba_2006_6_15,Auba,2006,6,15,166,Anomalopterygella chauviniana,4327,89.28,0.9375,9.375,2.933,0.004,NA,mg,2.836950414,2.836950414,NA,8.991666667
Auba_2007_3_11,Auba,2007,3,11,70,Haplotaxis gordioides,5401,8.64,10,100,1.54,0.005888437,-2.23,mg,7.079457844,7.079457844,NA,11.24166667
Auba_2012_6_21,Auba,2012,6,21,173,Ephemera danica,5124,28.95238,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,NA,9.633333333
Auba_2003_3_17,Auba,2003,3,17,76,Baetis muticus,4409,92.8,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.483333333
Auba_2009_6_23,Auba,2009,6,23,174,Dicranota sp.,4955,23.2,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,9.175
Auba_2010_3_16,Auba,2010,3,16,75,Limnephilidae Gen. sp.,5809,45.6,1.958333333,19.58333333,2.933,0.004,NA,mg,24.6129368,24.6129368,NA,9.533333333
Auba_2007_3_11,Auba,2007,3,11,70,Dicranota sp.,4955,23.84,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,11.24166667
Auba_2012_3_19,Auba,2012,3,19,79,Limnius sp.,18419,137.9368,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,10.00833333
Auba_2007_3_11,Auba,2007,3,11,70,Eiseniella tetraedra,5075,15.2,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,NA,11.24166667
Auba_2004_7_10,Auba,2004,7,10,192,Sericostoma flavicorne/personatum,9747,62.4,1.5,15,2.741,0.0074,NA,mg,12.38505275,12.38505275,NA,9.641666667
Auba_2013_6_17,Auba,2013,6,17,168,Limnius sp.,18419,142.8,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,9.168300937,8.8
Auba_2003_3_17,Auba,2003,3,17,76,Limnius perrisi,18418,144,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.483333333
Auba_2004_7_10,Auba,2004,7,10,192,Leuctra sp.,5790,100.8,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,NA,9.641666667
Auba_2010_3_16,Auba,2010,3,16,75,Rhithrogena semicolorata-Gr.,6745,72,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,NA,9.533333333
Auba_2013_6_17,Auba,2013,6,17,168,Dicranota sp.,4955,25.2,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,9.168300937,8.8
Auba_2019_7_5,Auba,2019,7,5,186,Leuctra sp.,5790,100.8,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,10.17502652,10.84166667
Auba_2003_3_17,Auba,2003,3,17,76,Rhithrogena sp.,6747,73.6,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,NA,9.483333333
Auba_2015_6_16,Auba,2015,6,16,167,Serratella ignita,5131,128.8,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,9.98543913,10.025
Auba_2012_6_21,Auba,2012,6,21,173,Dicranota sp.,4955,25.90476,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,9.633333333
Auba_2013_3_20,Auba,2013,3,20,79,Halesus digitatus/radiatus/tesselatus,13125,33,3,30,2.933,0.004,NA,mg,85.99171914,85.99171914,9.511455665,9.041666667
Auba_2016_6_21,Auba,2016,6,21,173,Baetis sp.,4419,105.6,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,10.39995402,10.54166667
Auba_2002_6_14,Auba,2002,6,14,165,Limnius sp.,18419,153.6,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.808333333
Auba_2018_6_15,Auba,2018,6,15,166,Leuctra sp.,5790,108.1905,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,10.19572503,10.325
Auba_2018_6_15,Auba,2018,6,15,166,Polycelis sp.,7744,77.71429,1.3125,13.125,2.168,0.0082,NA,mg,2.176973593,2.176973593,10.19572503,10.325
Auba_2010_6_29,Auba,2010,6,29,180,Dicranota sp.,4955,27.46667,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,9.141666667
Auba_2015_6_16,Auba,2015,6,16,167,Ephemera danica,5124,34.4,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,9.98543913,10.025
Auba_2017_3_16,Auba,2017,3,16,75,Rhithrogena sp.,6747,80.31169,1.3125,13.125,2.754,0.0108,NA,mg,12.96191774,12.96191774,8.800749868,9.85
Auba_2004_4_6,Auba,2004,4,6,97,Dicranota sp.,4955,28.8,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,10.525
Auba_2012_3_19,Auba,2012,3,19,79,Dicranota sp.,4955,28.8,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,NA,10.00833333
Auba_2018_3_7,Auba,2018,3,7,66,Dicranota sp.,4955,28.8,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,9.961518032,9.741666667
Auba_2004_4_6,Auba,2004,4,6,97,Isoperla sp.,5673,82.4,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,NA,10.525
Auba_2010_3_16,Auba,2010,3,16,75,Baetis rhodani,4415,116,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.533333333
Auba_2003_7_15,Auba,2003,7,15,196,Rhyacophila nubila,6772,58.4,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,10.05
Auba_2018_6_15,Auba,2018,6,15,166,Lumbricidae Gen. sp.,5900,18.28571,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,10.19572503,10.325
Auba_2016_4_11,Auba,2016,4,11,102,Dicranota sp.,4955,29.33333,3.75,37.5,2.681,0.0029,NA,mg,48.12556339,48.12556339,10.48670238,10.475
Auba_2018_6_15,Auba,2018,6,15,166,Elmis aenea/maugetii/rietscheli/rioloides,20171,297.1429,0.375,3.75,2.879,0.0074,NA,mg,0.33255826,0.33255826,10.19572503,10.325
Auba_2004_7_10,Auba,2004,7,10,192,Baetis sp.,4419,120,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.641666667
Auba_2001_6_21,Auba,2001,6,21,172,Limnius sp.,18419,172.8,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.525
Auba_2017_6_12,Auba,2017,6,12,163,Lumbricidae Gen. sp.,5900,19.2,6,60,1.54,0.005888437,-2.23,mg,3.223687428,3.223687428,8.736242286,10.00833333
Auba_2019_7_5,Auba,2019,7,5,186,Limnius sp.,18419,177.6,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,10.17502652,10.84166667
Auba_2010_3_16,Auba,2010,3,16,75,Limnius sp.,18419,180,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.533333333
Auba_2018_3_7,Auba,2018,3,7,66,Hydropsyche sp.,5605,72,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,9.961518032,9.741666667
Auba_2013_3_20,Auba,2013,3,20,79,Ephemera danica,5124,40,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,9.511455665,9.041666667
Auba_2016_6_21,Auba,2016,6,21,173,Ephemera danica,5124,40,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,10.39995402,10.54166667
Auba_2007_3_11,Auba,2007,3,11,70,Hydropsyche siltalai,5604,75.68,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,11.24166667
